protein,freq,study,study_type
CASP8,2,stad_pfizer_uhongkong,stomach
OOEP,2,stad_pfizer_uhongkong,stomach
ICE1,2,stad_pfizer_uhongkong,stomach
FAM26F,2,stad_pfizer_uhongkong,stomach
TEX13B,2,stad_pfizer_uhongkong,stomach
ARHGAP35,2,stad_pfizer_uhongkong,stomach
GRM3,2,stad_pfizer_uhongkong,stomach
CBL,2,stad_pfizer_uhongkong,stomach
TERT,2,stad_pfizer_uhongkong,stomach
MAP3K6,2,stad_pfizer_uhongkong,stomach
GRPR,2,stad_pfizer_uhongkong,stomach
ASH2L,2,stad_pfizer_uhongkong,stomach
CREB3L1,2,stad_pfizer_uhongkong,stomach
LCE3B,2,stad_pfizer_uhongkong,stomach
GSK3B,2,stad_pfizer_uhongkong,stomach
OR52E2,2,stad_pfizer_uhongkong,stomach
MSH6,2,stad_pfizer_uhongkong,stomach
OR51S1,2,stad_pfizer_uhongkong,stomach
OR52R1,2,stad_pfizer_uhongkong,stomach
EFCAB9,2,stad_pfizer_uhongkong,stomach
OR52K1,2,stad_pfizer_uhongkong,stomach
PRR35,2,stad_pfizer_uhongkong,stomach
LATS1,2,stad_pfizer_uhongkong,stomach
THPO,2,stad_pfizer_uhongkong,stomach
OR51I1,2,stad_pfizer_uhongkong,stomach
OR51M1,2,stad_pfizer_uhongkong,stomach
TLL2,2,stad_pfizer_uhongkong,stomach
OR52H1,2,stad_pfizer_uhongkong,stomach
GZMB,2,stad_pfizer_uhongkong,stomach
OR4C46,2,stad_pfizer_uhongkong,stomach
IRGC,2,stad_pfizer_uhongkong,stomach
PARK2,2,stad_pfizer_uhongkong,stomach
HIST1H1A,2,stad_pfizer_uhongkong,stomach
PAX3,2,stad_pfizer_uhongkong,stomach
TNFAIP3,2,stad_pfizer_uhongkong,stomach
OR52K2,2,stad_pfizer_uhongkong,stomach
PC,2,stad_pfizer_uhongkong,stomach
LSM10,2,stad_pfizer_uhongkong,stomach
TOP1,2,stad_pfizer_uhongkong,stomach
NXPH2,2,stad_pfizer_uhongkong,stomach
PCM1,2,stad_pfizer_uhongkong,stomach
BMP15,2,stad_pfizer_uhongkong,stomach
OR5D13,2,stad_pfizer_uhongkong,stomach
UBL7,2,stad_pfizer_uhongkong,stomach
OR5W2,2,stad_pfizer_uhongkong,stomach
TPM3,2,stad_pfizer_uhongkong,stomach
OR8K1,2,stad_pfizer_uhongkong,stomach
OR5T1,2,stad_pfizer_uhongkong,stomach
OR5M10,2,stad_pfizer_uhongkong,stomach
TRAF5,2,stad_pfizer_uhongkong,stomach
OR5M9,2,stad_pfizer_uhongkong,stomach
GPR50,2,stad_pfizer_uhongkong,stomach
PDGFRB,2,stad_pfizer_uhongkong,stomach
LRRC72,2,stad_pfizer_uhongkong,stomach
PER1,2,stad_pfizer_uhongkong,stomach
CHD1,2,stad_pfizer_uhongkong,stomach
CHRM4,2,stad_pfizer_uhongkong,stomach
PGR,2,stad_pfizer_uhongkong,stomach
CIDEA,2,stad_pfizer_uhongkong,stomach
HOXC13,2,stad_pfizer_uhongkong,stomach
PIK3C3,2,stad_pfizer_uhongkong,stomach
PIK3CA,2,stad_pfizer_uhongkong,stomach
PIK3CB,2,stad_pfizer_uhongkong,stomach
PIK3CG,2,stad_pfizer_uhongkong,stomach
OR6C70,2,stad_pfizer_uhongkong,stomach
PIP,2,stad_pfizer_uhongkong,stomach
A2ML1,2,stad_pfizer_uhongkong,stomach
CDNF,2,stad_pfizer_uhongkong,stomach
TAS2R39,2,stad_pfizer_uhongkong,stomach
TAS2R50,2,stad_pfizer_uhongkong,stomach
PML,2,stad_pfizer_uhongkong,stomach
COL1A1,2,stad_pfizer_uhongkong,stomach
PMS1,2,stad_pfizer_uhongkong,stomach
GCNT6,2,stad_pfizer_uhongkong,stomach
OR4N2,2,stad_pfizer_uhongkong,stomach
BPIFB3,2,stad_pfizer_uhongkong,stomach
5-Sep,2,stad_pfizer_uhongkong,stomach
POLD1,2,stad_pfizer_uhongkong,stomach
TLX3,2,stad_pfizer_uhongkong,stomach
ID3,2,stad_pfizer_uhongkong,stomach
CCDC160,2,stad_pfizer_uhongkong,stomach
SIN3A,2,stad_pfizer_uhongkong,stomach
CXORF66,2,stad_pfizer_uhongkong,stomach
XPO1,2,stad_pfizer_uhongkong,stomach
OR6P1,2,stad_pfizer_uhongkong,stomach
BPIFA2,2,stad_pfizer_uhongkong,stomach
OR4M2,2,stad_pfizer_uhongkong,stomach
CSHL1,2,stad_pfizer_uhongkong,stomach
PRB4,2,stad_pfizer_uhongkong,stomach
PRCC,2,stad_pfizer_uhongkong,stomach
IL21R,2,stad_pfizer_uhongkong,stomach
IL22,2,stad_pfizer_uhongkong,stomach
MDC1,2,stad_pfizer_uhongkong,stomach
CCDC105,2,stad_pfizer_uhongkong,stomach
NKX2-5,2,stad_pfizer_uhongkong,stomach
PRKCI,2,stad_pfizer_uhongkong,stomach
PRKD1,2,stad_pfizer_uhongkong,stomach
FAM9A,2,stad_pfizer_uhongkong,stomach
IKBKB,2,stad_pfizer_uhongkong,stomach
MAP2K1,2,stad_pfizer_uhongkong,stomach
IL3RA,2,stad_pfizer_uhongkong,stomach
NEUROG3,2,stad_pfizer_uhongkong,stomach
TMEM82,2,stad_pfizer_uhongkong,stomach
PROP1,2,stad_pfizer_uhongkong,stomach
OR4F6,2,stad_pfizer_uhongkong,stomach
IL10,2,stad_pfizer_uhongkong,stomach
PRAMEF7,2,stad_pfizer_uhongkong,stomach
ZNF132,2,stad_pfizer_uhongkong,stomach
ZBTB16,2,stad_pfizer_uhongkong,stomach
HDAC4,2,stad_pfizer_uhongkong,stomach
INHBA,2,stad_pfizer_uhongkong,stomach
TSHZ2,2,stad_pfizer_uhongkong,stomach
OR13C8,2,stad_pfizer_uhongkong,stomach
OR13C3,2,stad_pfizer_uhongkong,stomach
INPP5D,2,stad_pfizer_uhongkong,stomach
H1FNT,2,stad_pfizer_uhongkong,stomach
BCORL1,2,stad_pfizer_uhongkong,stomach
INSR,2,stad_pfizer_uhongkong,stomach
CATSPER3,2,stad_pfizer_uhongkong,stomach
CST11,2,stad_pfizer_uhongkong,stomach
IRS1,2,stad_pfizer_uhongkong,stomach
OR2B6,2,stad_pfizer_uhongkong,stomach
ITK,2,stad_pfizer_uhongkong,stomach
OR4D2,2,stad_pfizer_uhongkong,stomach
DDX10,2,stad_pfizer_uhongkong,stomach
OR2L2,2,stad_pfizer_uhongkong,stomach
PTPN2,2,stad_pfizer_uhongkong,stomach
TAS2R3,2,stad_pfizer_uhongkong,stomach
TRMT10C,2,stad_pfizer_uhongkong,stomach
PTPN11,2,stad_pfizer_uhongkong,stomach
ACTL8,2,stad_pfizer_uhongkong,stomach
KCNA10,2,stad_pfizer_uhongkong,stomach
FERD3L,2,stad_pfizer_uhongkong,stomach
SRGAP3,2,stad_pfizer_uhongkong,stomach
KCNJ4,2,stad_pfizer_uhongkong,stomach
IL21,2,stad_pfizer_uhongkong,stomach
SLX4IP,2,stad_pfizer_uhongkong,stomach
DKC1,2,stad_pfizer_uhongkong,stomach
KIF5B,2,stad_pfizer_uhongkong,stomach
ACTL9,2,stad_pfizer_uhongkong,stomach
OR7A17,2,stad_pfizer_uhongkong,stomach
KIT,2,stad_pfizer_uhongkong,stomach
TET3,2,stad_pfizer_uhongkong,stomach
THRAP3,2,stad_pfizer_uhongkong,stomach
RAC2,2,stad_pfizer_uhongkong,stomach
FGFBP1,2,stad_pfizer_uhongkong,stomach
RALGDS,2,stad_pfizer_uhongkong,stomach
TIGAR,2,stad_pfizer_uhongkong,stomach
RARRES3,2,stad_pfizer_uhongkong,stomach
RASA1,2,stad_pfizer_uhongkong,stomach
SH2B3,2,stad_pfizer_uhongkong,stomach
KRT82,2,stad_pfizer_uhongkong,stomach
DTX1,2,stad_pfizer_uhongkong,stomach
KTN1,2,stad_pfizer_uhongkong,stomach
GKN2,2,stad_pfizer_uhongkong,stomach
MTRNR2L5,2,stad_pfizer_uhongkong,stomach
RECQL,2,stad_pfizer_uhongkong,stomach
NUP214,2,stad_pfizer_uhongkong,stomach
EBF1,2,stad_pfizer_uhongkong,stomach
C2ORF74,2,stad_pfizer_uhongkong,stomach
LBP,2,stad_pfizer_uhongkong,stomach
EDN2,2,stad_pfizer_uhongkong,stomach
NLRP3,2,stad_pfizer_uhongkong,stomach
RING1,2,stad_pfizer_uhongkong,stomach
RFPL4B,2,stad_pfizer_uhongkong,stomach
RLN2,2,stad_pfizer_uhongkong,stomach
LIFR,2,stad_pfizer_uhongkong,stomach
LATS2,2,stad_pfizer_uhongkong,stomach
OR10H1,2,stad_pfizer_uhongkong,stomach
ZNF256,2,stad_pfizer_uhongkong,stomach
PRSS42,2,stad_pfizer_uhongkong,stomach
VSIG8,2,stad_pfizer_uhongkong,stomach
LGR6,2,stad_pfizer_uhongkong,stomach
COIL,2,stad_pfizer_uhongkong,stomach
ZNF669,2,stad_pfizer_uhongkong,stomach
SMAD3,2,stad_pfizer_uhongkong,stomach
EPHB4,1,stad_pfizer_uhongkong,stomach
EPS15,1,stad_pfizer_uhongkong,stomach
BRIP1,1,stad_pfizer_uhongkong,stomach
AMER1,1,stad_pfizer_uhongkong,stomach
ABL1,1,stad_pfizer_uhongkong,stomach
ABL2,1,stad_pfizer_uhongkong,stomach
STAG1,1,stad_pfizer_uhongkong,stomach
APCDD1,1,stad_pfizer_uhongkong,stomach
ZRSR2,1,stad_pfizer_uhongkong,stomach
LRRK2,1,stad_pfizer_uhongkong,stomach
ETV4,1,stad_pfizer_uhongkong,stomach
ETV6,1,stad_pfizer_uhongkong,stomach
MCL1,1,stad_pfizer_uhongkong,stomach
MECOM,1,stad_pfizer_uhongkong,stomach
EWSR1,1,stad_pfizer_uhongkong,stomach
EXT2,1,stad_pfizer_uhongkong,stomach
ACVR1,1,stad_pfizer_uhongkong,stomach
HIST3H3,1,stad_pfizer_uhongkong,stomach
ESCO1,1,stad_pfizer_uhongkong,stomach
MAP3K1,1,stad_pfizer_uhongkong,stomach
MAP3K4,1,stad_pfizer_uhongkong,stomach
BAP1,1,stad_pfizer_uhongkong,stomach
ACSL3,1,stad_pfizer_uhongkong,stomach
NDRG1,1,stad_pfizer_uhongkong,stomach
HIST1H3E,1,stad_pfizer_uhongkong,stomach
AARS2,1,stad_pfizer_uhongkong,stomach
HIST1H3G,1,stad_pfizer_uhongkong,stomach
FCGR2B,1,stad_pfizer_uhongkong,stomach
CIITA,1,stad_pfizer_uhongkong,stomach
HIST1H3B,1,stad_pfizer_uhongkong,stomach
MIB1,1,stad_pfizer_uhongkong,stomach
CDC42EP2,1,stad_pfizer_uhongkong,stomach
MLH1,1,stad_pfizer_uhongkong,stomach
FGF3,1,stad_pfizer_uhongkong,stomach
AKT1,1,stad_pfizer_uhongkong,stomach
FGF12,1,stad_pfizer_uhongkong,stomach
FGF14,1,stad_pfizer_uhongkong,stomach
FGFR3,1,stad_pfizer_uhongkong,stomach
KLHL33,1,stad_pfizer_uhongkong,stomach
FH,1,stad_pfizer_uhongkong,stomach
FHIT,1,stad_pfizer_uhongkong,stomach
ALK,1,stad_pfizer_uhongkong,stomach
ALOX12B,1,stad_pfizer_uhongkong,stomach
SDHA,1,stad_pfizer_uhongkong,stomach
SDHB,1,stad_pfizer_uhongkong,stomach
RAD54L,1,stad_pfizer_uhongkong,stomach
MPL,1,stad_pfizer_uhongkong,stomach
NCOA2,1,stad_pfizer_uhongkong,stomach
TRAF7,1,stad_pfizer_uhongkong,stomach
MRE11A,1,stad_pfizer_uhongkong,stomach
FLI1,1,stad_pfizer_uhongkong,stomach
FLT3,1,stad_pfizer_uhongkong,stomach
KNSTRN,1,stad_pfizer_uhongkong,stomach
PIK3R3,1,stad_pfizer_uhongkong,stomach
GTSE1,1,stad_pfizer_uhongkong,stomach
NCKIPSD,1,stad_pfizer_uhongkong,stomach
SESN3,1,stad_pfizer_uhongkong,stomach
PHF6,1,stad_pfizer_uhongkong,stomach
XIAP,1,stad_pfizer_uhongkong,stomach
CST7,1,stad_pfizer_uhongkong,stomach
MSH2,1,stad_pfizer_uhongkong,stomach
HDAC7,1,stad_pfizer_uhongkong,stomach
DIS3,1,stad_pfizer_uhongkong,stomach
MSN,1,stad_pfizer_uhongkong,stomach
ARNT,1,stad_pfizer_uhongkong,stomach
HOOK3,1,stad_pfizer_uhongkong,stomach
TMCO2,1,stad_pfizer_uhongkong,stomach
BABAM1,1,stad_pfizer_uhongkong,stomach
ASMTL,1,stad_pfizer_uhongkong,stomach
GNA13,1,stad_pfizer_uhongkong,stomach
C2ORF44,1,stad_pfizer_uhongkong,stomach
TP63,1,stad_pfizer_uhongkong,stomach
NT5C2,1,stad_pfizer_uhongkong,stomach
RRH,1,stad_pfizer_uhongkong,stomach
CCT6B,1,stad_pfizer_uhongkong,stomach
CD274,1,stad_pfizer_uhongkong,stomach
NCOA1,1,stad_pfizer_uhongkong,stomach
FOXP1,1,stad_pfizer_uhongkong,stomach
SMO,1,stad_pfizer_uhongkong,stomach
ATF1,1,stad_pfizer_uhongkong,stomach
TNKS,1,stad_pfizer_uhongkong,stomach
IRS2,1,stad_pfizer_uhongkong,stomach
ATIC,1,stad_pfizer_uhongkong,stomach
MAML2,1,stad_pfizer_uhongkong,stomach
DOT1L,1,stad_pfizer_uhongkong,stomach
FUT5,1,stad_pfizer_uhongkong,stomach
KDSR,1,stad_pfizer_uhongkong,stomach
FYN,1,stad_pfizer_uhongkong,stomach
STAG2,1,stad_pfizer_uhongkong,stomach
DKK3,1,stad_pfizer_uhongkong,stomach
AFF4,1,stad_pfizer_uhongkong,stomach
PDCD1LG2,1,stad_pfizer_uhongkong,stomach
SOS1,1,stad_pfizer_uhongkong,stomach
MYCL,1,stad_pfizer_uhongkong,stomach
MYCN,1,stad_pfizer_uhongkong,stomach
SOX10,1,stad_pfizer_uhongkong,stomach
FNBP1,1,stad_pfizer_uhongkong,stomach
PLK2,1,stad_pfizer_uhongkong,stomach
WWOX,1,stad_pfizer_uhongkong,stomach
ATRX,1,stad_pfizer_uhongkong,stomach
KDM4C,1,stad_pfizer_uhongkong,stomach
MYOD1,1,stad_pfizer_uhongkong,stomach
BACH1,1,stad_pfizer_uhongkong,stomach
TNFRSF14,1,stad_pfizer_uhongkong,stomach
FRS2,1,stad_pfizer_uhongkong,stomach
TNFRSF17,1,stad_pfizer_uhongkong,stomach
SS18,1,stad_pfizer_uhongkong,stomach
6-Sep,1,stad_pfizer_uhongkong,stomach
INPP4B,1,stad_pfizer_uhongkong,stomach
STAT5A,1,stad_pfizer_uhongkong,stomach
RRAGC,1,stad_pfizer_uhongkong,stomach
GMPS,1,stad_pfizer_uhongkong,stomach
AURKA,1,stad_pfizer_uhongkong,stomach
ABCG4,1,stad_pfizer_uhongkong,stomach
PASK,1,stad_pfizer_uhongkong,stomach
MALT1,1,stad_pfizer_uhongkong,stomach
BMPR1A,1,stad_pfizer_uhongkong,stomach
FUBP1,1,stad_pfizer_uhongkong,stomach
RBMX,1,stad_pfizer_uhongkong,stomach
NFKB1,1,stad_pfizer_uhongkong,stomach
BUB1B,1,stad_pfizer_uhongkong,stomach
SYK,1,stad_pfizer_uhongkong,stomach
GNA11,1,stad_pfizer_uhongkong,stomach
PCSK1N,1,stad_pfizer_uhongkong,stomach
CAMTA1,1,stad_pfizer_uhongkong,stomach
MLST8,1,stad_pfizer_uhongkong,stomach
CLP1,1,stad_pfizer_uhongkong,stomach
TAL1,1,stad_pfizer_uhongkong,stomach
NONO,1,stad_pfizer_uhongkong,stomach
TAP1,1,stad_pfizer_uhongkong,stomach
NOTCH4,1,stad_pfizer_uhongkong,stomach
HIST1H2AG,1,stad_pfizer_uhongkong,stomach
NRAS,1,stad_pfizer_uhongkong,stomach
OR1S1,1,stad_pfizer_uhongkong,stomach
SOCS3,1,stad_pfizer_uhongkong,stomach
NUP98,1,stad_pfizer_uhongkong,stomach
SOX17,1,stad_pfizer_uhongkong,stomach
CARS,1,stad_pfizer_uhongkong,stomach
ARHGEF12,1,stad_pfizer_uhongkong,stomach
RFWD2,1,stad_pfizer_uhongkong,stomach
ESX1,1,stad_pfizer_uhongkong,stomach
NCSTN,1,stad_pfizer_uhongkong,stomach
OMD,1,stad_pfizer_uhongkong,stomach
TEK,1,stad_pfizer_uhongkong,stomach
FAF1,1,stad_pfizer_uhongkong,stomach
TFE3,1,stad_pfizer_uhongkong,stomach
TFRC,1,stad_pfizer_uhongkong,stomach
CCND2,1,stad_pfizer_uhongkong,stomach
CCNE1,1,stad_pfizer_uhongkong,stomach
TGFBR1,1,stad_pfizer_uhongkong,stomach
RSPO3,1,stad_pfizer_uhongkong,stomach
ATP1B4,1,stad_pfizer_uhongkong,stomach
OTX2,1,stad_pfizer_uhongkong,stomach
PSIP1,1,stad_pfizer_uhongkong,stomach
CD22,1,stad_pfizer_uhongkong,stomach
SMC3,1,stad_pfizer_uhongkong,stomach
NKX2-1,1,stad_pfizer_uhongkong,stomach
CD36,1,stad_pfizer_uhongkong,stomach
BRD4,1,stad_pfizer_uhongkong,stomach
PAFAH1B2,1,stad_pfizer_uhongkong,stomach
HIST1H1C,1,stad_pfizer_uhongkong,stomach
CHEK2,1,stad_pfizer_uhongkong,stomach
CD58,1,stad_pfizer_uhongkong,stomach
PCSK7,1,stad_pfizer_uhongkong,stomach
TMPRSS2,1,stad_pfizer_uhongkong,stomach
CD74,1,stad_pfizer_uhongkong,stomach
H3F3B,1,stad_pfizer_uhongkong,stomach
MAP3K13,1,stad_pfizer_uhongkong,stomach
SUZ12,1,stad_pfizer_uhongkong,stomach
PAX7,1,stad_pfizer_uhongkong,stomach
AJUBA,1,stad_pfizer_uhongkong,stomach
PCBP1,1,stad_pfizer_uhongkong,stomach
CDC42,1,stad_pfizer_uhongkong,stomach
ZMYM3,1,stad_pfizer_uhongkong,stomach
CDK6,1,stad_pfizer_uhongkong,stomach
TPM4,1,stad_pfizer_uhongkong,stomach
CDKN2A,1,stad_pfizer_uhongkong,stomach
CDKN2B,1,stad_pfizer_uhongkong,stomach
CDKN2C,1,stad_pfizer_uhongkong,stomach
HGF,1,stad_pfizer_uhongkong,stomach
PDCD1,1,stad_pfizer_uhongkong,stomach
ASXL1,1,stad_pfizer_uhongkong,stomach
TRAF2,1,stad_pfizer_uhongkong,stomach
TRAF3,1,stad_pfizer_uhongkong,stomach
HIP1,1,stad_pfizer_uhongkong,stomach
PATZ1,1,stad_pfizer_uhongkong,stomach
PDPK1,1,stad_pfizer_uhongkong,stomach
HLF,1,stad_pfizer_uhongkong,stomach
REG3G,1,stad_pfizer_uhongkong,stomach
S1PR2,1,stad_pfizer_uhongkong,stomach
TSHR,1,stad_pfizer_uhongkong,stomach
CHEK1,1,stad_pfizer_uhongkong,stomach
CHN1,1,stad_pfizer_uhongkong,stomach
TLX1,1,stad_pfizer_uhongkong,stomach
TYK2,1,stad_pfizer_uhongkong,stomach
HOXA9,1,stad_pfizer_uhongkong,stomach
HOXA11,1,stad_pfizer_uhongkong,stomach
U2AF1,1,stad_pfizer_uhongkong,stomach
HOXD13,1,stad_pfizer_uhongkong,stomach
PIK3C2G,1,stad_pfizer_uhongkong,stomach
NEGR1,1,stad_pfizer_uhongkong,stomach
PIK3CD,1,stad_pfizer_uhongkong,stomach
PIK3R2,1,stad_pfizer_uhongkong,stomach
PLAG1,1,stad_pfizer_uhongkong,stomach
ASPSCR1,1,stad_pfizer_uhongkong,stomach
TAS2R20,1,stad_pfizer_uhongkong,stomach
MAP4K4,1,stad_pfizer_uhongkong,stomach
EZR,1,stad_pfizer_uhongkong,stomach
RBM15,1,stad_pfizer_uhongkong,stomach
PMS2,1,stad_pfizer_uhongkong,stomach
OR11G2,1,stad_pfizer_uhongkong,stomach
MAP3K8,1,stad_pfizer_uhongkong,stomach
POT1,1,stad_pfizer_uhongkong,stomach
WRN,1,stad_pfizer_uhongkong,stomach
WT1,1,stad_pfizer_uhongkong,stomach
OR13H1,1,stad_pfizer_uhongkong,stomach
POU1F1,1,stad_pfizer_uhongkong,stomach
POU2AF1,1,stad_pfizer_uhongkong,stomach
RICTOR,1,stad_pfizer_uhongkong,stomach
WWTR1,1,stad_pfizer_uhongkong,stomach
IDH1,1,stad_pfizer_uhongkong,stomach
IDH2,1,stad_pfizer_uhongkong,stomach
PPARG,1,stad_pfizer_uhongkong,stomach
CPS1,1,stad_pfizer_uhongkong,stomach
ADGRA2,1,stad_pfizer_uhongkong,stomach
IFNGR1,1,stad_pfizer_uhongkong,stomach
NFE2L3,1,stad_pfizer_uhongkong,stomach
NCOR1,1,stad_pfizer_uhongkong,stomach
BCL11B,1,stad_pfizer_uhongkong,stomach
IGF1,1,stad_pfizer_uhongkong,stomach
CSF1R,1,stad_pfizer_uhongkong,stomach
IGFBP7,1,stad_pfizer_uhongkong,stomach
IKBKE,1,stad_pfizer_uhongkong,stomach
PRF1,1,stad_pfizer_uhongkong,stomach
PRKAA2,1,stad_pfizer_uhongkong,stomach
MAPK1,1,stad_pfizer_uhongkong,stomach
MAPK3,1,stad_pfizer_uhongkong,stomach
ZNF91,1,stad_pfizer_uhongkong,stomach
HERPUD1,1,stad_pfizer_uhongkong,stomach
TOX,1,stad_pfizer_uhongkong,stomach
INPP4A,1,stad_pfizer_uhongkong,stomach
INSRR,1,stad_pfizer_uhongkong,stomach
IRF1,1,stad_pfizer_uhongkong,stomach
IRF4,1,stad_pfizer_uhongkong,stomach
PTPN22,1,stad_pfizer_uhongkong,stomach
DAXX,1,stad_pfizer_uhongkong,stomach
NUF2,1,stad_pfizer_uhongkong,stomach
BCOR,1,stad_pfizer_uhongkong,stomach
DDB2,1,stad_pfizer_uhongkong,stomach
PTK2,1,stad_pfizer_uhongkong,stomach
DDX3X,1,stad_pfizer_uhongkong,stomach
DDX5,1,stad_pfizer_uhongkong,stomach
MSI2,1,stad_pfizer_uhongkong,stomach
JAK1,1,stad_pfizer_uhongkong,stomach
CSDE1,1,stad_pfizer_uhongkong,stomach
JAK3,1,stad_pfizer_uhongkong,stomach
JARID2,1,stad_pfizer_uhongkong,stomach
POGLUT1,1,stad_pfizer_uhongkong,stomach
CANT1,1,stad_pfizer_uhongkong,stomach
PTPRO,1,stad_pfizer_uhongkong,stomach
CCNL1,1,stad_pfizer_uhongkong,stomach
FIP1L1,1,stad_pfizer_uhongkong,stomach
DEK,1,stad_pfizer_uhongkong,stomach
RAC1,1,stad_pfizer_uhongkong,stomach
DNMT3B,1,stad_pfizer_uhongkong,stomach
RAD51,1,stad_pfizer_uhongkong,stomach
KLHL6,1,stad_pfizer_uhongkong,stomach
ABI1,1,stad_pfizer_uhongkong,stomach
RARA,1,stad_pfizer_uhongkong,stomach
ATN1,1,stad_pfizer_uhongkong,stomach
DUSP4,1,stad_pfizer_uhongkong,stomach
RBP2,1,stad_pfizer_uhongkong,stomach
VTCN1,1,stad_pfizer_uhongkong,stomach
P2RY8,1,stad_pfizer_uhongkong,stomach
RASGEF1A,1,stad_pfizer_uhongkong,stomach
ECT2L,1,stad_pfizer_uhongkong,stomach
TRIM27,1,stad_pfizer_uhongkong,stomach
TBL1XR1,1,stad_pfizer_uhongkong,stomach
SNX29,1,stad_pfizer_uhongkong,stomach
PALB2,1,stad_pfizer_uhongkong,stomach
LFNG,1,stad_pfizer_uhongkong,stomach
TRIM7,1,stad_pfizer_uhongkong,stomach
RIT1,1,stad_pfizer_uhongkong,stomach
ESCO2,1,stad_pfizer_uhongkong,stomach
FGF23,1,stad_pfizer_uhongkong,stomach
LMO1,1,stad_pfizer_uhongkong,stomach
LMO2,1,stad_pfizer_uhongkong,stomach
EGR3,1,stad_pfizer_uhongkong,stomach
EIF4A2,1,stad_pfizer_uhongkong,stomach
LHFP,1,stad_pfizer_uhongkong,stomach
SPRED1,1,stad_pfizer_uhongkong,stomach
ELF4,1,stad_pfizer_uhongkong,stomach
GREM1,1,stad_pfizer_uhongkong,stomach
STK40,1,stad_pfizer_uhongkong,stomach
RPA1,1,stad_pfizer_uhongkong,stomach
OLIG2,1,stad_pfizer_uhongkong,stomach
RPL5,1,stad_pfizer_uhongkong,stomach
EPAS1,1,stad_pfizer_uhongkong,stomach
RPL11,1,stad_pfizer_uhongkong,stomach
RPL13,1,stad_pfizer_uhongkong,stomach
TP53,103,sclc_ucologne_2015,lung
RB1,86,sclc_ucologne_2015,lung
RYR2,54,sclc_ucologne_2015,lung
LRP1B,51,sclc_ucologne_2015,lung
ZFHX4,46,sclc_ucologne_2015,lung
USH2A,44,sclc_ucologne_2015,lung
CSMD3,42,sclc_ucologne_2015,lung
NAV3,35,sclc_ucologne_2015,lung
PCDH15,32,sclc_ucologne_2015,lung
COL11A1,31,sclc_ucologne_2015,lung
SYNE1,27,sclc_ucologne_2015,lung
ANKRD30B,26,sclc_ucologne_2015,lung
FAM135B,26,sclc_ucologne_2015,lung
TMEM132D,25,sclc_ucologne_2015,lung
ERICH3,24,sclc_ucologne_2015,lung
SI,24,sclc_ucologne_2015,lung
XIRP2,23,sclc_ucologne_2015,lung
SPTA1,23,sclc_ucologne_2015,lung
NCAM2,22,sclc_ucologne_2015,lung
TNR,22,sclc_ucologne_2015,lung
FAT3,22,sclc_ucologne_2015,lung
ADGB,22,sclc_ucologne_2015,lung
KMT2D,22,sclc_ucologne_2015,lung
HCN1,21,sclc_ucologne_2015,lung
PCLO,21,sclc_ucologne_2015,lung
DMD,21,sclc_ucologne_2015,lung
SPHKAP,20,sclc_ucologne_2015,lung
COL22A1,20,sclc_ucologne_2015,lung
ZNF729,20,sclc_ucologne_2015,lung
KIAA1211,19,sclc_ucologne_2015,lung
PRDM9,19,sclc_ucologne_2015,lung
MROH2B,18,sclc_ucologne_2015,lung
CDH10,18,sclc_ucologne_2015,lung
CNTNAP5,17,sclc_ucologne_2015,lung
THSD7B,17,sclc_ucologne_2015,lung
CDH9,17,sclc_ucologne_2015,lung
BRINP3,17,sclc_ucologne_2015,lung
CFAP47,17,sclc_ucologne_2015,lung
OBSCN,16,sclc_ucologne_2015,lung
TMEM132C,16,sclc_ucologne_2015,lung
FAT1,16,sclc_ucologne_2015,lung
TNN,16,sclc_ucologne_2015,lung
ZNF804B,16,sclc_ucologne_2015,lung
MYH2,16,sclc_ucologne_2015,lung
CCDC168,16,sclc_ucologne_2015,lung
NOTCH1,16,sclc_ucologne_2015,lung
ADGRL3,16,sclc_ucologne_2015,lung
KCNT2,16,sclc_ucologne_2015,lung
ADCY8,15,sclc_ucologne_2015,lung
SAMD1,15,sclc_ucologne_2015,lung
TPTE,15,sclc_ucologne_2015,lung
ZNF208,15,sclc_ucologne_2015,lung
ZNF804A,15,sclc_ucologne_2015,lung
KCNH7,14,sclc_ucologne_2015,lung
LRRK2,14,sclc_ucologne_2015,lung
ADAMTS20,14,sclc_ucologne_2015,lung
NLRP14,14,sclc_ucologne_2015,lung
FNDC1,14,sclc_ucologne_2015,lung
MYH1,13,sclc_ucologne_2015,lung
SALL3,13,sclc_ucologne_2015,lung
ANKRD30A,13,sclc_ucologne_2015,lung
TAF1L,13,sclc_ucologne_2015,lung
ZNF521,13,sclc_ucologne_2015,lung
GPRC6A,13,sclc_ucologne_2015,lung
TMPRSS15,13,sclc_ucologne_2015,lung
TFAP2D,13,sclc_ucologne_2015,lung
EP300,13,sclc_ucologne_2015,lung
LRFN5,12,sclc_ucologne_2015,lung
AFF2,12,sclc_ucologne_2015,lung
PREX2,12,sclc_ucologne_2015,lung
MORC1,12,sclc_ucologne_2015,lung
MYH13,12,sclc_ucologne_2015,lung
CDH18,12,sclc_ucologne_2015,lung
KMT2C,12,sclc_ucologne_2015,lung
PDZRN4,12,sclc_ucologne_2015,lung
RELN,12,sclc_ucologne_2015,lung
PTPRD,12,sclc_ucologne_2015,lung
